,cust_number,name_customer,invoice_id,total_open_amount,due_in_date,clear_date
47187,0140104440,SO co,2960619009.0,149164.7,2020-03-16,2020-03-30
530,0200769623,WAL-MAR ,1930606829.0,13932.13,2020-03-20,2020-03-26
6926,0200769623,WAL-MAR foundation,1930606920.0,3270.04,2020-03-20,2020-03-23
8898,0200769623,WAL-MAR corp,1930605073.0,3172.34,2020-03-20,2020-03-23
22931,0200705742,DOT trust,1930600064.0,13341.73,2020-04-06,2020-04-12
24476,0200748108,KROGER associates,1930606598.0,118038.45,2020-03-20,2020-03-24
14365,0100031704,DELHAIZE co,1930604830.0,14043.94,2020-03-20,2020-03-26
43033,0200920735,ALBERT corporation,1930604929.0,134665.33,2020-03-20,2020-03-28
16234,CCCA02,KRAFT  corporation,1930605001.0,13715.26,2020-04-09,2020-04-15
16263,0200769623,WAL-MAR corporation,1930605061.0,1898.9,2020-03-20,2020-03-21
26855,0200895669,J  ,1930606698.0,45923.0,2020-03-21,2020-03-27
9711,0200761734,H E BUT us,1930598728.0,6836.4,2020-03-20,2020-03-23
15469,0200726979,BJ'S  llc,1930606674.0,301.74,2020-03-20,2020-03-31
17539,0140105847,GORDON F ,2960618363.0,68636.69,2020-03-15,2020-03-26
9523,0200759878,SA llc,1930605751.0,28856.07,2020-03-20,2020-03-26
46008,0200353024,DECA us,1930606086.0,2250.07,2020-03-24,2020-04-04
19327,0200759878,SA corporation,1930601269.0,26733.6,2020-03-20,2020-03-26
16176,0200706844,WINC foundation,1930581616.0,2888.26,2020-05-09,2020-05-12
30165,0200775094,SAVE M foundation,1930610010.0,36418.81,2020-03-20,2020-03-26
7519,0200881076,ALBERT in,1930597292.0,1611.04,2020-03-20,2020-03-21
5724,0200721222,GO in,1930604559.0,59342.25,2020-03-20,2020-03-24
31104,0200799367,MCL corporation,1930598166.0,1721.43,2020-03-20,2020-03-21
1425,0140104440,SO corporation,2960618566.0,27613.89,2020-03-15,2020-04-02
28445,0200769623,WAL-MAR llc,1930598747.0,847.32,2020-03-20,2020-03-21
7458,0140142846,MONDE ,1930586476.0,8699.08,2020-05-04,2020-05-07
33419,0200705742,DOT associates,1930604922.0,1100.47,2020-04-06,2020-04-07
13666,0200769623,WAL-MAR llc,1930605706.0,60826.72,2020-03-20,2020-03-24
34170,0140104409,LOB systems,2960618840.0,115845.78,2020-03-23,2020-04-03
1395,0200780383,MEIJ co,1930607043.0,127401.89,2020-03-20,2020-03-28
17415,0200739534,OK in,1930610148.0,105428.58,2020-03-20,2020-03-24
31607,0200353024,DECA co,1930605864.0,6357.62,2020-03-11,2020-03-14
3805,0200486270,BAR trust,1930582002.0,9538.12,2020-03-20,2020-03-26
16406,0200353024,DECA co,1930607017.0,2192.24,2020-03-11,2020-03-22
10492,0200739534,OK us,1930607422.0,4085.02,2020-05-09,2020-05-12
40601,0200726979,BJ'S  in,1930604288.0,582.67,2020-03-20,2020-03-21
34068,0200769623,WAL-MAR in,1930594916.0,11394.84,2020-03-20,2020-03-26
4280,0200353024,DECA ,1930605963.0,678.16,2020-03-11,2020-03-12
19233,0200726979,BJ'S  foundation,1930599793.0,414.71,2020-03-20,2020-03-22
14370,0200353024,DECA corporation,1930606641.0,503.88,2020-03-24,2020-03-25
27892,0200794332,COST corporation,1930597775.0,51407.61,2020-03-20,2020-03-26
3845,0200148860,DOLLA corp,1930605799.0,11099.81,2020-03-20,2020-03-26
25786,0200769623,WAL-MAR ,1930603003.0,53155.77,2020-03-20,2020-03-26
29743,0200353024,DECA llc,1930607032.0,16625.67,2020-03-24,2020-03-30
18915,0100032278,SI in,1930609937.0,14096.4,2020-03-20,2020-03-26
38280,0200799367,MCL associates,1930601536.0,25074.02,2020-03-20,2020-03-26
32298,0200769623,WAL-MAR ,1930603115.0,1898.2,2020-03-20,2020-03-21
49196,0200353024,DECA corporation,1930607030.0,24524.64,2020-03-08,2020-03-14
1381,0200726979,BJ'S  us,1930604594.0,855.78,2020-03-20,2020-03-21
42531,0200762301,C&S WH us,1930598362.0,13.35,2020-03-20,2020-04-02
10352,0100036168,GREA corporation,1930605294.0,12794.88,2020-03-15,2020-03-21
35837,0200799367,MCL foundation,1930581031.0,15573.36,2020-03-20,2020-03-26
38048,0200762301,C&S WH corporation,1930599024.0,77727.74,2020-03-20,2020-03-25
26911,0200353024,DECA llc,1930606937.0,2549.56,2020-03-24,2020-03-27
18232,0200974851,RESTA corporation,1930602992.0,3918.04,2020-03-20,2020-03-23
8754,0200769623,WAL-MAR us,1930607485.0,36198.51,2020-03-21,2020-03-27
46428,0200769623,WAL-MAR in,1930598355.0,55943.56,2020-03-21,2020-03-27
27467,0200769623,WAL-MAR systems,1930606636.0,16375.97,2020-03-21,2020-03-27
38270,0200759878,SA co,1930597955.0,34753.42,2020-03-21,2020-03-27
21992,0200752302,KROGER trust,1930616857.0,2646.76,2020-03-21,2020-03-24
10039,0200762301,C&S WH trust,1930605654.0,4459.51,2020-05-10,2020-05-13
5570,0200761734,H E BUT co,1930615446.0,68093.84,2020-03-21,2020-03-26
33450,0200550425,BIG APP us,1930583019.0,23017.46,2020-03-21,2020-03-27
31715,0200794332,COST associates,1930594287.0,8793.09,2020-03-21,2020-03-21
12909,0200769623,WAL-MAR foundation,1930611229.0,6063.16,2020-03-21,2020-03-24
29352,0200744019,TARG foundation,1930610062.0,14581.01,2020-05-10,2020-05-16
36414,0200769623,WAL-MAR trust,1930603018.0,306.04,2020-03-21,2020-04-01
13077,0200769623,WAL-MAR co,1930606127.0,29041.1,2020-03-21,2020-03-27
45474,0200557600,GREEN  llc,1930613340.0,388.92,2020-03-16,2020-03-18
30977,0200769623,WAL-MAR co,1930608327.0,5137.26,2020-03-21,2020-03-24
46339,0140104249,SOB ,2960618852.0,6140.37,2020-03-20,2020-04-08
37136,0200769623,WAL-MAR foundation,1930611500.0,6009.07,2020-03-21,2020-03-24
36399,0200769623,WAL-MAR corporation,1930605689.0,3194.18,2020-03-21,2020-03-24
49134,0200769623,WAL-MAR associates,1930606824.0,1695.68,2020-03-21,2020-03-22
2114,CCCA02,KRAFT  associates,1930593841.0,31390.75,2020-04-10,2020-04-16
21402,0200769623,WAL-MAR co,1930598803.0,34155.12,2020-03-21,2020-03-27
12628,0200772670,ASSOCIAT foundation,1930611766.0,18541.47,2020-03-21,2020-03-27
32072,0200786288,FAMILY us,1930609931.0,14477.52,2020-03-21,2020-03-27
26729,0200769623,WAL-MAR systems,1930615181.0,13629.49,2020-03-21,2020-03-27
17631,0200769623,WAL-MAR us,1930598049.0,15933.89,2020-03-21,2020-03-27
28426,0140104229,A & W F associates,2960618465.0,1845.18,2020-03-16,2020-04-09
30943,0200769369,DI corporation,1930607441.0,82403.19,2020-03-21,2020-03-23
47485,0200764795,SYSCO  corp,1930586147.0,6181.08,2020-03-21,2020-03-24
9839,0200014556,ALBER co,1930598393.0,71056.43,2020-03-21,2020-03-26
1823,0200794332,COST us,1930605049.0,15474.93,2020-03-21,2020-03-27
28954,0200769623,WAL-MAR co,1930604581.0,14863.44,2020-03-21,2020-03-27
22013,0200772670,ASSOCIAT foundation,1930594698.0,18972.45,2020-05-10,2020-05-16
18541,0200769623,WAL-MAR co,1930611411.0,9961.04,2020-03-21,2020-03-27
19843,0200769623,WAL-MAR corp,1930603015.0,11635.2,2020-05-10,2020-05-16
49649,0140104429,COSTCO co,2960619304.0,35867.22,2020-03-24,2020-04-11
11148,0200149567,RESER in,1930611380.0,67643.1,2020-04-20,2020-04-25
13206,CC6000,HEINZ co,1991839783.0,19085.47,2020-04-20,2020-04-25
9577,0200794332,COST llc,1930599068.0,7004.98,2020-03-21,2020-03-24
49261,0140104423,METRO  in,2960618624.0,14032.71,2020-03-20,2020-04-07
49432,0200557600,GREEN  foundation,1930613341.0,835.56,2020-03-16,2020-03-17
2575,0200936373,SUPE corporation,1930599033.0,20944.89,2020-05-10,2020-05-16
44538,0200759878,SA us,1930605848.0,11701.8,2020-05-10,2020-05-16
26006,0200769623,WAL-MAR in,1930610995.0,14283.74,2020-03-21,2020-03-27
42004,0200726979,BJ'S  in,1930606627.0,648.03,2020-03-21,2020-03-22
15193,0200772670,ASSOCIAT trust,1930606288.0,13547.22,2020-03-21,2020-03-27
35274,0200704858,WAKE trust,1930606358.0,17083.27,2020-03-21,2020-03-27
43685,0200797984,PIGGLY in,1930609845.0,69772.98,2020-03-21,2020-03-26
26973,0100035824,CHAIN DI ,1930575811.0,21292.89,2020-03-21,2020-03-27
34085,0200726979,BJ'S  trust,1930611413.0,699.61,2020-03-21,2020-03-22
4065,0200761734,H E BUT llc,1930619133.0,4000.39,2020-03-21,2020-03-24
43726,0200759878,SA ,1930606699.0,73251.94,2020-03-21,2020-03-26
42780,0200891601,POWE systems,1930608247.0,44380.8,2020-04-05,2020-04-11
14663,0200707822,PUBLI associates,1930593735.0,151716.23,2020-03-21,2020-03-29
16235,0200820380,SMITH'S systems,1930617030.0,1265.04,2020-03-21,2020-03-22
26037,0200803720,DEC corporation,1930612998.0,1765.18,2020-03-11,2020-03-12
35985,0200782669,SYGMA corp,1930619502.0,23057.16,2020-03-26,2020-04-01
42717,0200722444,PERFOR ,1930606268.0,46689.18,2020-03-21,2020-03-27
33240,0200803720,DEC systems,1930612437.0,5802.34,2020-03-24,2020-03-27
9326,0200762301,C&S WH llc,1930605743.0,838.16,2020-05-10,2020-05-11
8242,0140104409,LOB systems,2960619309.0,69533.14,2020-03-19,2020-03-30
21368,0200769623,WAL-MAR associates,1930604668.0,9386.21,2020-03-21,2020-03-27
12756,0100034821,17135 us,2960616561.0,4129.02,2020-03-18,2020-04-02
12155,0200769623,WAL-MAR systems,1930611142.0,1451.69,2020-03-21,2020-03-22
14640,0200769623,WAL-MAR llc,1930610015.0,41491.86,2020-03-21,2020-03-27
23002,0200797452,US  corporation,1930604256.0,53756.38,2020-03-21,2020-03-27
32498,200769623,WAL-MAR trust,1930619124.0,9402.15,2020-05-10,2020-05-16
30288,0200980828,BEN E co,1930607493.0,7847.51,2020-03-21,2020-03-24
17556,CCCA02,KRAFT  systems,1930607545.0,16551.36,2020-04-10,2020-04-16
3779,0200561861,CO llc,1930616918.0,3157.92,2020-03-21,2020-03-24
26049,0140104249,SOB ,2960618852.0,6140.37,2020-03-20,2020-04-08
32849,0200794332,COST in,1930610270.0,35891.98,2020-03-21,2020-03-27
15337,0200769623,WAL-MAR foundation,1930610331.0,76266.7,2020-03-21,2020-03-26
19086,0200769623,WAL-MAR us,1930603016.0,1664.73,2020-03-21,2020-03-22
32155,0200769623,WAL-MAR us,1930597324.0,17567.47,2020-03-21,2020-03-27
18273,0100024102,FELI associates,1991839772.0,5594.0,2020-04-05,2020-04-06
8781,0200759878,SA co,1930611416.0,14724.84,2020-03-21,2020-03-27
39684,0200759878,SA associates,1930605099.0,14163.93,2020-03-21,2020-03-27
31376,0200769623,WAL-MAR us,1930606392.0,6063.62,2020-03-21,2020-03-24
10392,0200769623,WAL-MAR systems,1930606532.0,38330.74,2020-03-21,2020-03-27
11357,0200501669,WAL MA corporation,1990572103.0,12207.65,2020-04-10,2020-04-15
20441,0200769623,WAL-MAR systems,1930611031.0,3522.27,2020-03-21,2020-03-24
43388,0200762301,C&S WH ,1930605747.0,767.69,2020-05-10,2020-05-11
7616,0200705372,FR co,1930601069.0,68670.6,2020-03-21,2020-03-26
22416,0140104423,METRO  in,2960618624.0,14032.71,2020-03-20,2020-04-07
35001,0200803720,DEC us,1930612432.0,11651.08,2020-03-11,2020-03-17
5028,0200707822,PUBLI associates,1930593735.0,151716.23,2020-03-21,2020-03-29
49402,0100030194,AMAZO corp,2960618927.0,45423.13,2020-03-23,2020-04-10
33364,CC3411,H.J. HEI corp,1991840722.0,13860.51,2020-04-20,2020-04-25
31070,0200769623,WAL-MAR systems,1930606532.0,38330.74,2020-03-21,2020-03-27
34279,0200759878,SA us,1930600180.0,26719.42,2020-03-21,2020-03-27
9687,0200762301,C&S WH us,1930605664.0,24031.95,2020-03-21,2020-03-27
45389,0200769623,WAL-MAR co,1930604675.0,42570.22,2020-03-21,2020-03-27
25248,0200418007,AM corp,1930593734.0,6311.1,2020-03-21,2020-03-24
23844,0140106408,WAL-M corp,2960618790.0,92832.27,2020-03-16,2020-03-27
26350,0200769623,WAL-MAR corp,1930597398.0,1898.2,2020-03-21,2020-03-22
44791,0200726979,BJ'S  trust,1930607564.0,639.52,2020-03-21,2020-03-22
10625,0200769623,WAL-MAR trust,1930597376.0,71050.16,2020-03-21,2020-03-26
22218,0200769623,WAL-MAR associates,1930610324.0,2209.18,2020-03-21,2020-04-01
32920,0200776463,KROGE ,1930617471.0,14344.56,2020-03-21,2020-03-27
22860,0200769623,WAL-MAR corp,1930611916.0,471.56,2020-03-21,2020-03-22
3908,0200769623,WAL-MAR corporation,1930602620.0,15263.16,2020-03-21,2020-03-27
39332,0200803720,DEC us,1930612438.0,13197.96,2020-03-11,2020-03-17
47591,0200793088,DEMOU trust,1930606675.0,19528.33,2020-03-21,2020-03-27
43245,0200741174,M B  trust,1930604750.0,4899.33,2020-03-21,2020-03-24
25217,0100011958,IND ,1991839548.0,38898.99,2020-04-20,2020-04-25
42991,0100031704,DELHAIZE in,1930605046.0,48747.2,2020-03-21,2020-03-27
3598,0140104429,COSTCO ,2960613796.0,73183.02,2020-03-24,2020-04-04
30428,0200955827,KE foundation,1930689336.0,25650.0,2020-03-21,2020-03-27
46793,0200761734,H E BUT foundation,1930616818.0,1908.89,2020-05-10,2020-05-11
23677,0200705742,DOT llc,1930612401.0,1544.56,2020-03-26,2020-03-27
11767,0100012638,99 CE foundation,1930611023.0,8099.52,2020-03-21,2020-03-24
9080,0100031704,DELHAIZE ,1930622624.0,101230.04,2020-03-21,2020-03-25
2804,0200772670,ASSOCIAT trust,1930611767.0,7042.29,2020-05-10,2020-05-13
30190,0200561861,CO foundation,1930604595.0,807.84,2020-03-21,2020-03-22
31629,0200458131,TIMES in,1930582070.0,4752.44,2020-03-21,2020-03-24
9087,0200769623,WAL-MAR ,1930619351.0,26791.68,2020-03-21,2020-03-27
10694,0200769623,WAL-MAR us,1930611195.0,15608.33,2020-03-21,2020-03-27
17228,0200759878,SA corp,1930610506.0,70372.53,2020-03-21,2020-03-26
19498,0100035877,DUNKIN trust,1930583656.0,10783.72,2020-03-21,2020-03-27
15107,0140104249,SOB ,2960618852.0,6140.37,2020-03-20,2020-04-08
31095,0200726979,BJ'S  co,1930611422.0,1317.32,2020-03-21,2020-03-22
28938,0200769623,WAL-MAR us,1930598805.0,51077.88,2020-03-21,2020-03-27
4506,0200706844,WINC trust,1930617520.0,19324.03,2020-03-21,2020-03-27
17245,CCCA02,KRAFT  systems,1930608394.0,7929.6,2020-04-10,2020-04-13
37212,0200769623,WAL-MAR corp,1930614107.0,27916.96,2020-03-21,2020-03-27
24640,0200290370,BARGAIN  in,1930586403.0,13764.0,2020-03-21,2020-03-27
48521,0200769623,WAL-MAR corporation,1930619214.0,4557.45,2020-03-21,2020-03-24
19250,0200186937,SYSC llc,1930609733.0,43899.55,2020-03-21,2020-03-27
7720,0200794332,COST trust,1930611063.0,1327.53,2020-03-21,2020-03-22
12019,CCU013,KRAFT F foundation,1930611551.0,3698.2,2020-03-06,2020-03-09
39211,0200794332,COST co,1930598056.0,15220.82,2020-03-21,2020-03-27
33176,0200759082,INGL corporation,1930579974.0,19069.34,2020-03-21,2020-03-27
48927,0200759878,SA corp,1930610507.0,8114.14,2020-05-10,2020-05-13
13577,0200761734,H E BUT corp,1930614551.0,53290.24,2020-03-21,2020-03-27
801,0200726979,BJ'S  in,1930592847.0,9222.81,2020-03-21,2020-03-27
47618,CCU013,KRAFT F in,1930586699.0,55036.86,2020-03-06,2020-03-12
29318,0200706844,WINC trust,1930599650.0,18895.55,2020-03-21,2020-03-27
12088,0200769623,WAL-MAR foundation,1930605489.0,12004.21,2020-03-21,2020-03-27
43964,0200759878,SA us,1930600180.0,26719.42,2020-03-21,2020-03-27
10565,0200803720,DEC ,1930612996.0,500.54,2020-03-24,2020-03-25
31895,0200705742,DOT foundation,1930611696.0,3926.61,2020-03-21,2020-03-24
24032,0200915438,GROC co,1930570727.0,9031.0,2020-03-21,2020-03-21
27664,0200741174,M B  associates,1930619403.0,19919.09,2020-03-21,2020-03-27
20348,0100036292,AMY co,1930612030.0,19370.86,2020-03-22,2020-03-28
38571,0200705372,FR systems,1930604566.0,19438.7,2020-03-21,2020-03-27
14182,0200769623,WAL-MAR corp,1930603895.0,14824.14,2020-03-21,2020-03-27
29426,0200707822,PUBLI in,1930621080.0,106098.71,2020-03-22,2020-03-26
22599,0140104429,COSTCO llc,2960619421.0,34748.16,2020-03-19,2020-04-06
22870,0140104409,LOB llc,2960618588.0,97013.76,2020-03-26,2020-04-06
37315,0200759878,SA associates,1930613519.0,4364.22,2020-05-11,2020-05-14
18838,0200794332,COST trust,1930610416.0,34138.08,2020-03-22,2020-03-28
2127,0200769623,WAL-MAR corporation,1930620165.0,2576.47,2020-03-22,2020-03-25
15715,0200803720,DEC ,1930617825.0,13231.02,2020-03-08,2020-03-14
17824,0200759878,SA ,1930605802.0,9372.57,2020-03-22,2020-03-28
4563,0200769623,WAL-MAR corp,1930619310.0,41137.12,2020-03-22,2020-03-28
3482,0200803720,DEC co,1930614063.0,1659.23,2020-03-11,2020-03-12
17925,0200769623,WAL-MAR co,1930619362.0,56963.6,2020-03-22,2020-03-28
23036,0200803720,DEC in,1930618513.0,9665.84,2020-03-11,2020-03-18
35658,0200769623,WAL-MAR us,1930610488.0,74755.78,2020-03-22,2020-03-27
44326,0200756072,REINHA foundation,1930610339.0,1588.58,2020-03-22,2020-03-23
36009,0200416837,DEC corp,1930617920.0,18224.33,2020-03-08,2020-03-14
18818,0200769623,WAL-MAR corp,1930612403.0,45204.76,2020-03-22,2020-03-28
42761,0200769623,WAL-MAR llc,1930610608.0,45703.27,2020-03-22,2020-03-28
14968,0200803720,DEC ,1930617829.0,10072.05,2020-03-11,2020-03-18
40572,CCCA02,KRAFT  co,1930610056.0,16723.6,2020-04-11,2020-04-17
11022,0200769623,WAL-MAR associates,1930617488.0,45450.42,2020-03-22,2020-03-28
6965,0200803720,DEC co,1930617827.0,2611.64,2020-03-24,2020-03-27
9903,0200769623,WAL-MAR co,1930614095.0,23217.06,2020-03-22,2020-03-28
4066,0200769623,WAL-MAR in,1930612406.0,2373.96,2020-03-22,2020-04-02
2746,0200759878,SA us,1930617036.0,67665.6,2020-03-22,2020-03-27
32853,0200769623,WAL-MAR foundation,1930610098.0,10019.07,2020-03-22,2020-03-28
15354,0200705372,FR in,1930610087.0,136023.31,2020-03-22,2020-03-30
993,0200803720,DEC associates,1930617836.0,12011.5,2020-03-24,2020-03-30
47368,0200761734,H E BUT associates,1930610603.0,15768.8,2020-03-22,2020-03-28
39170,0200794332,COST us,1930600049.0,16487.79,2020-03-22,2020-03-28
7986,0200726979,BJ'S  foundation,1930620630.0,16306.58,2020-03-22,2020-03-28
10969,0200769623,WAL-MAR us,1930616923.0,38579.42,2020-03-22,2020-03-28
2045,0140106293,ATLANT in,2960616793.0,178.01,2020-03-25,2020-04-22
35586,0200769623,WAL-MAR associates,1930609612.0,18017.57,2020-03-22,2020-03-28
4093,0200769623,WAL-MAR co,1930606043.0,10692.44,2020-03-22,2020-03-28
29437,0200726979,BJ'S  co,1930630331.0,623.88,2020-03-22,2020-03-23
29087,0200029010,KROG ,1930620513.0,4232.21,2020-05-11,2020-05-14
46862,0200769623,WAL-MAR in,1930621627.0,970.12,2020-03-22,2020-03-23
13823,0200769623,WAL-MAR llc,1930621053.0,31179.41,2020-03-22,2020-03-28
24332,0200776463,KROGE co,1930619299.0,44867.74,2020-03-22,2020-03-28
10907,0200769623,WAL-MAR corp,1930608466.0,19597.8,2020-03-22,2020-03-28
29548,CCU002,KRFT FDS llc,1930605839.0,10584.0,2020-04-11,2020-04-17
26323,0200769623,WAL-MAR associates,1930618981.0,1898.2,2020-03-22,2020-03-23
27307,0200744019,TARG in,1930619701.0,16303.25,2020-05-11,2020-05-17
4577,0200772670,ASSOCIAT corporation,1930621852.0,1054.28,2020-03-22,2020-03-23
14415,0200769623,WAL-MAR trust,1930613511.0,40868.89,2020-03-22,2020-03-28
46772,0200769623,WAL-MAR llc,1930610789.0,48150.47,2020-03-22,2020-03-28
1298,0200771157,WEIS trust,1930615397.0,8710.81,2020-05-11,2020-05-14
29896,0200769623,WAL-MAR corporation,1930619363.0,40284.42,2020-03-22,2020-03-28
25286,0200744019,TARG corporation,1930615027.0,50018.42,2020-03-22,2020-03-28
33474,0200759878,SA associates,1930608463.0,13976.96,2020-03-22,2020-03-28
14856,0140106408,WAL-M systems,2960619615.0,817.84,2020-03-17,2020-04-16
26290,0140106408,WAL-M co,2960619417.0,65360.33,2020-03-17,2020-03-28
36448,0200769623,WAL-MAR co,1930619408.0,20895.34,2020-03-22,2020-03-28
20308,0200769623,WAL-MAR co,1930608292.0,84471.94,2020-03-22,2020-03-26
21012,0200769623,WAL-MAR in,1930605286.0,16094.11,2020-03-22,2020-03-28
33596,0200761734,H E BUT in,1930614488.0,89053.63,2020-03-22,2020-03-26
12028,0200769623,WAL-MAR in,1930614499.0,5839.55,2020-03-22,2020-03-25
8205,0200704045,RA associates,1930611183.0,20528.62,2020-03-22,2020-03-28
10275,0200762301,C&S WH co,1930618979.0,21969.31,2020-03-22,2020-03-28
6732,0100014810,J.B. H ,2960618632.0,7956.0,2020-03-23,2020-04-11
36634,0140104409,LOB foundation,2960618028.0,112610.04,2020-03-26,2020-04-06
11828,0200704858,WAKE ,1930607430.0,41675.4,2020-03-22,2020-03-28
6802,0200741174,M B  corporation,1930620240.0,21740.16,2020-03-22,2020-03-28
10041,0200519201,KROGE associates,1930620819.0,54621.08,2020-05-11,2020-05-17
47028,0200769623,WAL-MAR us,1930619448.0,62689.01,2020-03-22,2020-03-27
33540,0200416837,DEC associates,1930616998.0,1976.36,2020-03-24,2020-03-25
26288,0200739534,OK associates,1930621092.0,54068.87,2020-03-22,2020-03-28
27754,0200769623,WAL-MAR associates,1930620233.0,45106.21,2020-03-22,2020-03-28
28392,0140104331,CORE-M systems,2960619041.0,3830.4,2020-03-20,2020-04-04
42398,0200769623,WAL-MAR us,1930618778.0,21680.35,2020-03-22,2020-03-28
1407,0200769623,WAL-MAR ,1930614729.0,5615.04,2020-03-22,2020-03-25
14537,0200769623,WAL-MAR ,1930619312.0,9313.43,2020-03-22,2020-03-28
33980,0200416837,DEC systems,1930616993.0,2291.83,2020-03-08,2020-03-19
3064,0200762301,C&S WH systems,1930610881.0,889.63,2020-05-11,2020-05-12
20815,0200776463,KROGE us,1930619758.0,12335.82,2020-03-22,2020-03-28
45353,0200769623,WAL-MAR corp,1930614532.0,3805.27,2020-03-22,2020-03-25
26265,0200186937,SYSC corporation,1930620902.0,19271.96,2020-03-22,2020-03-28
27377,0200759878,SA systems,1930614306.0,13829.4,2020-05-11,2020-05-17
39217,0200707822,PUBLI foundation,1930604934.0,110654.47,2020-03-22,2020-03-26
20976,0200769623,WAL-MAR in,1930617015.0,3227.5,2020-03-22,2020-03-25
16564,0200803720,DEC co,1930617824.0,2071.52,2020-03-24,2020-03-25
46808,0200769623,WAL-MAR corp,1930611016.0,9786.47,2020-03-22,2020-03-28
31714,0200726979,BJ'S  ,1930622083.0,368.18,2020-03-22,2020-03-24
32434,0100030964,NATURA associates,1930611093.0,12067.25,2020-03-22,2020-03-28
20806,0200769623,WAL-MAR corp,1930610843.0,61694.32,2020-03-22,2020-03-26
12928,0200769623,WAL-MAR systems,1930619158.0,69624.34,2020-03-22,2020-03-27
21476,0200726979,BJ'S  in,1930620114.0,122.73,2020-03-22,2020-04-01
38511,0200803720,DEC trust,1930617828.0,6156.44,2020-03-11,2020-03-14
46476,0200759878,SA trust,1930617151.0,70177.71,2020-03-22,2020-03-27
23501,0200769623,WAL-MAR associates,1930613515.0,28194.61,2020-03-22,2020-03-28
5757,0200029010,KROG ,1930620513.0,4232.21,2020-05-11,2020-05-14
5334,0200769623,WAL-MAR in,1930611445.0,5267.31,2020-03-22,2020-03-25
4354,0200769623,WAL-MAR foundation,1930610209.0,14519.51,2020-03-22,2020-03-28
23457,0200920735,ALBERT trust,1930614081.0,135406.45,2020-03-22,2020-03-30
26695,0200501669,WAL MA foundation,1990571046.0,14783.05,2020-04-11,2020-04-16
38686,0200762301,C&S WH in,1930611641.0,1535.38,2020-05-11,2020-05-12
47499,0200748108,KROGER foundation,1930610752.0,64720.44,2020-03-22,2020-03-27
11434,0200803720,DEC co,1930618817.0,5415.76,2020-03-24,2020-03-27
35741,0200769623,WAL-MAR associates,1930617214.0,661.11,2020-03-22,2020-03-23
48580,0200769623,WAL-MAR foundation,1930619405.0,44445.93,2020-03-22,2020-03-28
15298,0200769623,WAL-MAR co,1930610823.0,47704.76,2020-03-22,2020-03-28
22584,0200769623,WAL-MAR in,1930619446.0,7492.25,2020-03-22,2020-03-25
45083,0200769623,WAL-MAR llc,1930620141.0,69793.92,2020-03-22,2020-03-27
3219,0200803720,DEC ,1930617834.0,344.16,2020-03-24,2020-03-26
46992,0200726979,BJ'S  corporation,1930637258.0,797.44,2020-03-22,2020-03-23
10396,0200769623,WAL-MAR ,1930604910.0,4884.81,2020-03-22,2020-03-25
4558,0200769623,WAL-MAR corp,1930619186.0,106.67,2020-03-22,2020-04-01
37865,0200705742,DOT llc,1930611909.0,34676.39,2020-04-08,2020-04-14
11982,0200739534,OK trust,1930623083.0,63393.0,2020-03-23,2020-03-28
48402,0200769623,WAL-MAR trust,1930623908.0,671.77,2020-03-23,2020-03-24
48457,0200769623,WAL-MAR foundation,1930619549.0,5976.99,2020-03-23,2020-03-26
17331,0200965912,C&S W us,1930618770.0,65597.84,2020-03-23,2020-03-28
4268,0200769623,WAL-MAR ,1930621670.0,11698.85,2020-03-23,2020-03-29
33347,0200769623,WAL-MAR corp,1930622644.0,1329.23,2020-03-23,2020-03-24
37921,0200769623,WAL-MAR corp,1930621483.0,30394.16,2020-03-23,2020-03-29
18711,0200407025,ALBERT llc,1930617956.0,120936.55,2020-03-23,2020-03-31
17398,0200769623,WAL-MAR foundation,1930621248.0,45467.48,2020-03-23,2020-03-29
22168,0140104429,COSTCO ,2960619069.0,88483.82,2020-03-27,2020-04-07
25093,0200769623,WAL-MAR systems,1930622846.0,38450.92,2020-03-23,2020-03-29
33713,0200148860,DOLLA trust,1930622767.0,85580.07,2020-03-23,2020-03-27
6497,0200772595,SAFEW us,1930622286.0,156254.29,2020-03-23,2020-03-31
30765,0200769623,WAL-MAR llc,1930624513.0,1682.57,2020-03-23,2020-03-24
28739,0200769623,WAL-MAR co,1930619548.0,23890.28,2020-03-23,2020-03-29
35424,0200769623,WAL-MAR foundation,1930619528.0,42455.39,2020-03-23,2020-03-29
27852,0140104409,LOB ,2960618953.0,176209.62,2020-03-20,2020-04-03
43252,0200769623,WAL-MAR ,1930621917.0,16206.09,2020-03-23,2020-03-29
32813,0200759878,SA systems,1930612550.0,65414.06,2020-03-23,2020-03-28
2222,0200776463,KROGE us,1930618740.0,17005.96,2020-03-23,2020-03-29
2347,0140104429,COSTCO us,2960619057.0,19930.72,2020-03-27,2020-04-14
30813,0200769623,WAL-MAR llc,1930617880.0,1898.9,2020-03-23,2020-03-24
17794,0140104423,METRO  in,2960619053.0,127138.5,2020-03-20,2020-04-03
23950,0200769623,WAL-MAR systems,1930620472.0,11771.39,2020-03-23,2020-03-29
12673,0200769623,WAL-MAR in,1930618933.0,26111.66,2020-03-23,2020-03-29
14216,0200769623,WAL-MAR systems,1930619410.0,16466.01,2020-03-23,2020-03-29
25294,0200769623,WAL-MAR foundation,1930622653.0,1898.9,2020-03-23,2020-03-24
